Area,Competition,Gender,Category,Season,Matches,Tagged
,,,,2016/2017,43,19%
,,,,2017/2018,43,30%
,,,,2018/2019,43,35%
,,,,2019/2020,38,16%
,,,,2022/2023,55,4%
,,,,2023/2024,4,0%
,,,,2024/2025,2,0%
,Puskas Suzuki Cup,Male,Youth,2021,16,31%
,Sheriff Cup U16,Male,Youth,2015,10,0%
,,,,2016,9,0%
,,,,2017,9,0%
",""SK Rapid U15 VARTA"
"Tournament"",Male,Youth,2021,16,75%"
,,,,2022,16,94%
,,,,2023,16,81%
,Sky Sports Victory Shield,Male,Youth,2016,6,0%
,,,,2017,4,0%
,St George's Park U17 Inte..,Male,Youth,2017,3,100%
,Torneio Internacional,Male,Youth,2016,6,0%
Europe,Torneio Internacional Algarve U17,Male,Youth,2017,6,0%
,,,,2018,6,50%
,,,,2020,6,50%
,,,,2022,6,83%
,,,,2023,6,100%
,,,,2024,6,0%
,Tournament of Friendship..,Male,Youth,2016,13,0%
,Tournoi Européen U21,Male,Youth,2021,14,100%
,,,,2022,16,100%
,,,,2023,16,100%
,,,,2024,14,86%
,Tournoi International de Football U17,Male,Youth,2022,27,85%
,,,,2023,28,100%
,,,,2024,28,96%
,Tournoi International de Val du Marne,Male,Youth,2019,6,0%
,,,,2021,6,83%
,,,,2022,6,0%
,,,,2024,6,83%
,U14 LiveAdventure Cup,Male,Youth,2022,25,0%
,U14 Talents Cup,Male,Youth,2020,32,81%
,U15 LiveAdventure Cup,Male,Youth,2022,21,0%
,U17 Nordic Football Championship,Male,Youth,2017,16,19%
,,,,2018,15,27%
,,,,2019,12,17%
,,,,2022,11,100%
,U19 Scandinavian Tourna..,Male,Youth,2022,12,0%
,U20 Elite League,Male,Youth,2018/2019,28,57%
,,,,2019/2020,21,86%
,,,,2021/2022,19,95%
,,,,2022/2023,18,94%
,,,,2023/2024,24,92%
,,,,2024/2025,21,76%
,UEFA Champions League,Male,Senior,2015/2016,217,96%
,,,,2016/2017,217,97%
,,,,2017/2018,219,99%
,,,,2018/2019,216,99%
,,,,2019/2020,210,100%
,,,,2020/2021,178,99%
,,,,2021/2022,218,99%
,,,,2022/2023,214,100%
,,,,2023/2024,214,100%
,,,,2024/2025,198,100%
,UEFA Development Tournament U16,Female,Youth,2022,2,100%
,,,,2023,3,100%
,,,,2024,5,100%
,,Male,Youth,2016,19,0%
Europe,Tournament U16,Male,Youth,2024,7,100%
,UEFA Development Tourn..,Male,Youth,2019 Estonia,6,67%
,UEFA Europa Conference League,Male,Senior,2021/2022,423,97%
,,,,2022/2023,415,100%
,,,,2023/2024,417,100%
,,,,2024/2025,364,98%
,UEFA Europa League,Male,Senior,2015/2016,475,88%
,,,,2016/2017,468,93%
,,,,2017/2018,473,97%
,,,,2018/2019,519,97%
,,,,2019/2020,511,98%
,,,,2020/2021,362,98%
,,,,2021/2022,175,99%
,,,,2022/2023,175,100%
,,,,2023/2024,175,100%
,,,,2024/2025,188,100%
,UEFA European Championship,Male,Senior,2016 France,51,100%
,,,,2020 Europe,51,100%
,,,,2024 Germany,51,100%
,UEFA European Championship Qualifiers,Male,Senior,2020 Europe,262,100%
,,,,2024 Germany,239,100%
,UEFA Futsal Cup,Male,Senior,2017/2018,2,0%
,UEFA Nations League - League A,Male,Senior,2018/2019,28,100%
,,,,2020/2021,52,98%
,,,,2022/2023,52,100%
,,,,2024/2025,48,100%
,UEFA Nations League - League B,Male,Senior,2018/2019,24,100%
,,,,2020/2021,48,98%
,,,,2022/2023,42,100%
,,,,2024/2025,48,100%
,UEFA Nations League - League C,Male,Senior,2018/2019,42,100%
,,,,2020/2021,52,100%
,,,,2022/2023,50,100%
,,,,2024/2025,48,100%
,UEFA Nations League - League D,Male,Senior,2018/2019,48,100%
,,,,2020/2021,18,100%
,,,,2022/2023,18,100%
,,,,2024/2025,12,100%
,UEFA Super Cup,Male,Senior,2015/2016,1,100%
,,,,2016/2017,1,100%
,,,,2017/2018,1,100%
,,,,2018/2019,1,100%
,,,,2019/2020,1,100%
,,,,2020/2021,1,100%
,,,,2021/2022,1,100%
,,,,2022/2023,1,100%
Europe,UEFA Super Cup,Male,Senior,2023/2024,1,100%
,,,,2024/2025,1,100%
,UEFA U17 Championship,Male,Youth,2016 Azerbaijan,157,50%
,,,,2017 Croatia,158,68%
,,,,2018 England,157,67%
,,,,2019 Republic of Ireland,158,55%
,,,,2020 Estonia,78,54%
,,,,2022 Israel,31,100%
,,,,2023 Hungary,32,100%
,,,,2024 Cyprus,31,100%
,UEFA U17 Championship Qualification,Male,Youth,2021/2022 Israel,123,67%
,,,,2022/2023 Hungary,123,67%
,,,,2023/2024 Cyprus,123,52%
,,,,2025 Albania,78,46%
,UEFA U17 Championship Women,Female,Youth,2016 Belarus,118,2%
,,,,2017 Czech Republic,117,14%
,,,,2018 Lithuania,124,19%
,,,,2019 Bulgaria,59,3%
,,,,2020 Sweden,3,0%
,,,,2022 Bosnia and Herzego..,16,100%
,,,,2023 Estonia,15,100%
,,,,2024 Sweden,16,100%
,UEFA U17 Championship Women Qualification,Female,Youth,2022 Bosnia-Herzegovina,22,41%
,,,,2023 Estonia,58,47%
,,,,2024 Sweden,121,35%
,,,,2025 Faroe Islands,69,33%
,UEFA U19 Championship,Male,Youth,2016 Germany,136,43%
,,,,2017 Georgia,135,70%
,,,,2018 Finland,136,70%
,,,,2019 Armenia,135,64%
,,,,2020 Northern Ireland,78,71%
,,,,2022 Slovakia,16,94%
,,,,2023 Malta,15,100%
,,,,2024 Northern Ireland,16,94%
,UEFA U19 Championship Qualification,Male,Youth,2022 Slovakia,117,62%
,,,,2023 Malta,117,62%
,,,,2023/2024 Northern Irela..,120,48%
,,,,2025 Romania,78,46%
,UEFA U19 Championship Women,Female,Youth,2016 Slovakia,117,0%
,,,,2017 Northern Ireland,118,9%
,,,,2018 Switzerland,109,24%
,,,,2019 Scotland,68,4%
,,,,2020 Georgia,6,50%
,,,,2022 Czech Republic,15,100%
,,,,2023 Belgium,15,100%
,,,,2024 Lithuania,15,100%
Europe,UEFA U19 Championship Women Qualification,Female,Youth,2022 Czech Republic,151,11%
,,,,2022/2023 Belgium,144,17%
,,,,2023/2024 Lithuania,147,31%
,,,,2025 Poland,75,23%
,UEFA U21 Championship,Male,Youth,2019 Italy,295,92%
,,,,2021 Hungary/Slovenia,286,95%
,,,,2023 Romania/Georgia,31,100%
,UEFA U21 Championship Qualification,Male,Youth,2023 Georgia/Romania,265,96%
,,,,2025 Slovakia,256,67%
,UEFA Women's Champions League,Female,Senior,2015/2016,109,0%
,,,,2016/2017,115,13%
,,,,2017/2018,121,39%
,,,,2018/2019,62,71%
,,,,2019/2020,61,67%
,,,,2020/2021,67,84%
,,,,2021/2022,125,87%
,,,,2022/2023,141,45%
,,,,2023/2024,139,44%
,,,,2024/2025,55,95%
,UEFA Women's Champion..,Female,Senior,2022 England,235,93%
,UEFA Women's Champion..,Female,Senior,2025 Switzerland,48,75%
,UEFA Women's Champion..,Female,Senior,2025 Switzerland,48,65%
,UEFA Women's Champion..,Female,Senior,2025 Switzerland,54,28%
,UEFA Women's Champion..,Female,NULL,2025 Switzerland,42,62%
,UEFA Women's Nations L..,Female,Senior,2023/2024,52,67%
,UEFA Women's Nations L..,Female,Senior,2023/2024,48,83%
,UEFA Women's Nations L..,Female,Senior,2023/2024,54,30%
,UEFA Women's Nations L..,Female,Senior,2023/2024,14,71%
,UEFA World Cup Qualifiers,Male,Senior,2018 Russia,278,100%
,,,,2022 Qatar,258,100%
,UEFA Youth League,Male,Youth,2015/2016,167,58%
,,,,2016/2017,167,66%
,,,,2017/2018,167,72%
,,,,2018/2019,167,70%
,,,,2019/2020,167,69%
,,,,2021/2022,167,68%
,,,,2022/2023,167,68%
,,,,2023/2024,166,70%
,,,,2024/2025,190,50%
,Women's Olympic Qualify..,Female,Senior,2016 Rio de Janeiro,6,0%
Faroe Islands,1. Deild,Male,Senior,2016,135,0%
,,,,2017,135,0%
,1. Deild Women,Female,Senior,2016,60,0%
,,,,2017,60,3%
,2. Deild,Male,Senior,2016,90,0%
,,,,2017,90,0%
Faroe Islands,Løgmanssteypid,Male,Senior,2016,19,0%
,,,,2017,17,29%
,Meistaradeildin,Male,Senior,2016,135,0%
,,,,2017,135,26%
,,,,2018,126,0%
,,,,2019,135,0%
,,,,2020,135,0%
,,,,2021,135,0%
,,,,2022,134,0%
,,,,2023,135,99%
,,,,2024,135,99%
,Super Cup,Male,Senior,2016,1,0%
,,,,2017,1,100%
,,,,2020,1,0%
,,,,2021,1,0%
,,,,2022,1,0%
,,,,2023,1,100%
,,,,2024,1,100%
,Women's Cup,Female,Senior,2016,8,0%
,,,,2017,7,0%
Fiji,Champion vs Champion,Male,Senior,2017,1,0%
,National Football League,Male,Senior,2016,56,0%
,,,,2017,55,0%
Finland,A-Junior League,Male,Youth,2016,182,0%
,,,,2017,182,0%
,Kakkonen,Male,Senior,2016,400,0%
,,,,2017,400,1%
,,,,2023,51,86%
,Kansallinen Liiga,Female,Senior,2016,117,0%
,,,,2017,117,3%
,,,,2019,109,0%
,,,,2020,90,97%
,,,,2021,117,95%
,,,,2022,117,100%
,,,,2023,117,99%
,,,,2024,117,100%
,Kolmonen,Male,Senior,2016,844,0%
",,,,2017,""1,082"",0%"
,League Cup,Male,Senior,2016,31,0%
,,,,2023,33,100%
,,,,2024,33,100%
,,,,2025,1,100%
,Play-Offs 1/2,Male,Senior,2015,2,0%
,,,,2016,2,0%
,,,,2017,2,100%
,,,,2018,2,0%
Finland,Play-Offs 1/2,Male,Senior,2019,2,0%
,,,,2020,2,0%
,,,,2021,2,0%
,,,,2022,2,100%
,,,,2023,2,100%
,,,,2024,2,100%
,Suomen Cup,Male,Senior,2016,77,0%
,,,,2016/2017,112,11%
,,,,2017/2018,99,70%
,,,,2019,65,88%
,,,,2020,75,89%
,,,,2021,48,25%
,,,,2022,31,97%
,,,,2023,15,100%
,,,,2024,15,100%
,Veikkausliiga,Male,Senior,2016,198,86%
,,,,2017,198,99%
,,,,2018,198,99%
,,,,2019,167,100%
,,,,2020,132,100%
,,,,2021,162,98%
,,,,2022,167,99%
,,,,2023,167,100%
,,,,2024,167,100%
,Women's Cup,Female,Senior,2016,32,0%
,,,,2017,20,0%
,Women's Play-offs 1/2,Female,Senior,2015,2,0%
,,,,2016,2,0%
,,,,2017,2,0%
,Ykkönen,Male,Senior,2024,72,49%
,Ykkönen Women,Female,Senior,2016,132,0%
,,,,2017,132,0%
,,,,2023,19,0%
,Ykkösliiga,Male,Senior,2016,135,2%
,,,,2017,135,98%
,,,,2018,135,99%
,,,,2019,135,100%
,,,,2020,132,99%
,,,,2021,162,99%
,,,,2022,164,100%
,,,,2023,164,99%
,,,,2024,135,100%
France,Championnat National U17,Male,Youth,2016/2017,3,0%
,,,,2017/2018,1,0%
,,,,2019/2020,46,0%
,,,,2020/2021,2,0%
France,Championnat National U17,Male,Youth,2021/2022,24,0%
,,,,2022/2023,5,0%
,,,,2023/2024,29,0%
,,,,2024/2025,25,44%
,Championnat National U19,Male,Youth,2015/2016,731,0%
,,,,2016/2017,730,0%
,,,,2017/2018,569,0%
,,,,2018/2019,10,0%
,,,,2019/2020,37,0%
,,,,2020/2021,9,0%
,,,,2021/2022,43,40%
,,,,2022/2023,11,0%
,,,,2023/2024,49,0%
,,,,2024/2025,36,25%
,Coupe de France,Male,Senior,2015/2016,195,18%
,,,,2016/2017,194,19%
,,,,2017/2018,196,34%
,,,,2018/2019,67,97%
,,,,2019/2020,71,93%
,,,,2020/2021,73,85%
,,,,2021/2022,101,61%
,,,,2022/2023,101,79%
,,,,2023/2024,109,76%
,,,,2024/2025,79,48%
,Coupe de France Féminine,Female,Senior,2015/2016,63,0%
,,,,2016/2017,63,0%
,,,,2017/2018,2,0%
,,,,2019/2020,17,0%
,,,,2020/2021,6,17%
,,,,2021/2022,31,13%
,,,,2022/2023,31,39%
,,,,2023/2024,31,58%
,,,,2024/2025,16,6%
,Coupe de la Ligue,Male,Senior,2015/2016,42,93%
,,,,2016/2017,42,74%
,,,,2017/2018,42,98%
,,,,2018/2019,43,86%
,,,,2019/2020,44,95%
,Coupe Gambardella,Male,Youth,2015/2016,63,0%
,,,,2016/2017,63,0%
,,,,2017/2018,17,0%
,,,,2018/2019,18,0%
,,,,2019/2020,20,25%
,,,,2021/2022,19,37%
,,,,2022/2023,19,11%
,,,,2023/2024,15,0%
France,Feminine Division 2,Female,Senior,2015/2016,396,0%
,,,,2016/2017,264,0%
,,,,2017/2018,229,0%
,,,,2018/2019,1,0%
,Ligue 1,Male,Senior,2015/2016,380,100%
,,,,2016/2017,380,100%
,,,,2017/2018,380,100%
,,,,2018/2019,380,100%
,,,,2019/2020,279,100%
,,,,2020/2021,380,100%
,,,,2021/2022,380,100%
,,,,2022/2023,380,100%
,,,,2023/2024,306,100%
,,,,2024/2025,153,100%
,Ligue 2,Male,Senior,2015/2016,380,99%
,,,,2016/2017,380,100%
,,,,2017/2018,382,100%
,,,,2018/2019,382,100%
,,,,2019/2020,280,100%
,,,,2020/2021,382,100%
,,,,2021/2022,382,100%
,,,,2022/2023,380,100%
,,,,2023/2024,382,100%
,,,,2024/2025,162,99%
,National 1,Male,Senior,2015/2016,306,37%
,,,,2016/2017,306,91%
,,,,2017/2018,272,96%
,,,,2018/2019,306,95%
,,,,2019/2020,223,99%
,,,,2020/2021,306,96%
,,,,2021/2022,306,97%
,,,,2022/2023,306,96%
,,,,2023/2024,306,92%
,,,,2024/2025,128,98%
,National 2,Male,Senior,2015/2016,930,2%
,,,,2016/2017,930,1%
,,,,2017/2018,945,3%
,,,,2018/2019,959,11%
,,,,2019/2020,662,85%
,,,,2020/2021,278,32%
,,,,2021/2022,959,2%
,,,,2022/2023,960,0%
,,,,2023/2024,26,73%
,,,,2024/2025,69,91%
",National 3,Male,Senior,2015/2016,""1,430"",0%"
",,,,2016/2017,""1,456"",1%"
"France,National 3,Male,Senior,2017/2018,""1,913"",1%"
,,,,2018/2019,42,26%
,,,,2019/2020,21,43%
,,,,2020/2021,6,83%
,,,,2021/2022,2,0%
,,,,2022/2023,29,3%
,,,,2023/2024,27,0%
,,,,2024/2025,30,73%
,Play-offs 1/2,Male,Senior,2016/2017,2,100%
,,,,2017/2018,2,100%
,,,,2018/2019,2,100%
,,,,2020/2021,2,100%
,,,,2021/2022,2,100%
,,,,2023/2024,2,100%
,Play-offs 2/3,Male,Senior,2016/2017,2,100%
,,,,2017/2018,2,100%
,,,,2018/2019,2,100%
,,,,2020/2021,2,100%
,,,,2021/2022,2,100%
,Première Ligue,Female,Senior,2015/2016,132,0%
,,,,2016/2017,132,8%
,,,,2017/2018,132,51%
,,,,2018/2019,132,86%
,,,,2019/2020,96,98%
,,,,2020/2021,132,97%
,,,,2021/2022,132,98%
,,,,2022/2023,132,99%
,,,,2023/2024,136,99%
,,,,2024/2025,72,99%
,Tournoi Carisport U19,Male,Youth,2019,24,0%
,Tournoi National Mahmou..,Male,Youth,2019,24,0%
,Trophée des Championnes Féminin,Female,Senior,2019/2020,1,0%
,,,,2023/2024,1,0%
,Trophée des Champions,Male,Senior,2015/2016,1,100%
,,,,2016/2017,1,100%
,,,,2017/2018,1,100%
,,,,2018/2019,1,100%
,,,,2019/2020,1,100%
,,,,2020/2021,1,100%
,,,,2021/2022,1,100%
,,,,2022/2023,1,100%
,,,,2023/2024,1,100%
,,,,2024/2025,1,100%
French Guiana,Division d'Honneur,Male,Senior,2015/2016,132,0%
,,,,2016/2017,132,0%
,,,,2017/2018,67,0%
Gabon,Championnat D1,Male,Senior,2015/2016,182,0%
,,,,2016/2017,176,0%
,,,,2017/2018,12,0%
Gambia,GFA League,Male,Senior,2015/2016,130,0%
,,,,2016/2017,132,0%
,,,,2017/2018,20,0%
Georgia,David Kipiani Cup,Male,Senior,2015/2016,53,0%
,,,,2016,31,0%
,,,,2017,79,0%
,,,,2018,31,42%
,,,,2019,31,0%
,,,,2020,15,0%
,,,,2021,15,33%
,,,,2022,41,2%
,,,,2023,26,8%
,,,,2024,27,0%
,Erovnuli Liga,Male,Senior,2015/2016,240,2%
,,,,2016,95,31%
,,,,2017,180,98%
,,,,2018,184,100%
,,,,2019,180,100%
,,,,2020,91,99%
,,,,2021,180,97%
,,,,2022,180,98%
,,,,2023,180,99%
,,,,2024,180,100%
,Erovnuli Liga 2,Male,Senior,2015/2016,306,0%
,,,,2016,152,0%
,,,,2017,180,0%
,,,,2018,184,97%
,,,,2019,180,16%
,,,,2020,91,51%
,,,,2021,180,6%
,,,,2022,112,18%
,,,,2023,180,69%
,,,,2024,180,24%
,Liga 3,Male,Senior,2015/2016,574,0%
,,,,2016,448,0%
,,,,2017,280,0%
,,,,2022,30,60%
,Play-offs 1/2,Male,Senior,2015/2016,1,0%
,,,,2017,4,0%
,,,,2019,4,0%
,,,,2020,4,0%
,,,,2021,4,100%
,,,,2022,4,0%
Georgia,Play-offs 1/2,Male,Senior,2023,4,100%
,,,,2024,4,100%
,Play-offs 2/3,Male,Senior,2017,3,0%
,,,,2019,4,0%
,,,,2021,4,0%
,Reserve League,Male,Senior,2015/2016,240,0%
,Super Cup,Male,Senior,2015/2016,1,0%
,,,,2016/2017,1,0%
,,,,2017/2018,1,100%
,,,,2019,1,100%
,,,,2020,1,100%
,,,,2021,1,100%
,,,,2022,1,100%
,,,,2023,4,100%
,,,,2024,4,100%
,U15 Liga,Male,Youth,2021/2022,7,0%
,,,,2022/2023,33,6%
,U17 Liga,Male,Youth,2021/2022,9,0%
,,,,2022/2023,34,38%
,U19 Liga,Male,Youth,2021/2022,4,0%
,,,,2022,18,67%
Germany,1. Kreisklasse,Male,Senior,2023/2024,26,96%
,,,,2024/2025,15,93%
,2. Bundesliga,Male,Senior,2015/2016,306,100%
,,,,2016/2017,306,100%
,,,,2017/2018,306,100%
,,,,2018/2019,306,100%
,,,,2019/2020,306,100%
,,,,2020/2021,306,100%
,,,,2021/2022,306,100%
,,,,2022/2023,306,100%
,,,,2023/2024,306,100%
,,,,2024/2025,153,100%
,2. Bundesliga Women,Female,Senior,2015/2016,266,0%
,,,,2016/2017,264,0%
,,,,2017/2018,220,0%
,,,,2021/2022,182,81%
,,,,2022/2023,182,87%
,,,,2023/2024,182,93%
,,,,2024/2025,91,89%
,3. Liga,Male,Senior,2015/2016,380,60%
,,,,2016/2017,380,98%
,,,,2017/2018,380,100%
,,,,2018/2019,380,100%
,,,,2019/2020,380,100%
,,,,2020/2021,380,100%
Germany,3. Liga,Male,Senior,2021/2022,373,100%
,,,,2022/2023,380,100%
,,,,2023/2024,380,100%
,,,,2024/2025,190,98%
,Bundesliga,Male,Senior,2015/2016,306,100%
,,,,2016/2017,306,100%
,,,,2017/2018,306,100%
,,,,2018/2019,306,100%
,,,,2019/2020,306,100%
,,,,2020/2021,306,100%
,,,,2021/2022,306,100%
,,,,2022/2023,306,100%
,,,,2023/2024,306,100%
,,,,2024/2025,153,99%
,DFB Junioren Pokal,Male,Youth,2015/2016,20,0%
,,,,2016/2017,20,15%
,,,,2017/2018,31,23%
,,,,2018/2019,30,0%
,,,,2019/2020,28,0%
,,,,2020/2021,16,0%
,,,,2021/2022,1,0%
,DFB Pokal,Male,Senior,2015/2016,63,98%
,,,,2016/2017,63,100%
,,,,2017/2018,63,100%
,,,,2018/2019,63,100%
,,,,2019/2020,63,100%
,,,,2020/2021,63,100%
,,,,2021/2022,63,100%
,,,,2022/2023,63,97%
,,,,2023/2024,63,100%
,,,,2024/2025,56,95%
,DFB Pokal Women,Female,Senior,2015/2016,56,0%
,,,,2016/2017,55,0%
,,,,2017/2018,52,27%
,,,,2018/2019,25,0%
,,,,2019/2020,15,13%
,,,,2020/2021,15,7%
,,,,2021/2022,15,0%
,,,,2022/2023,15,73%
,,,,2023/2024,15,33%
,Frauen Bundesliga,Female,Senior,2015/2016,132,1%
,,,,2016/2017,132,31%
,,,,2017/2018,132,91%
,,,,2018/2019,132,98%
,,,,2019/2020,132,93%
,,,,2020/2021,132,100%
Germany,Frauen Bundesliga,Female,Senior,2021/2022,132,98%
,,,,2022/2023,132,98%
,,,,2023/2024,132,54%
,,,,2024/2025,71,97%
",Oberliga,Male,Senior,2015/2016,""3,895"",0%"
",,,,2016/2017,""3,931"",0%"
",,,,2017/2018,""3,254"",0%"
,,,,2018/2019,5,0%
,,,,2019/2020,6,33%
,,,,2020/2021,226,0%
,Play-offs 1/2,Male,Senior,2015/2016,2,100%
,,,,2016/2017,2,100%
,,,,2017/2018,2,100%
,,,,2018/2019,2,100%
,,,,2019/2020,2,100%
,,,,2020/2021,2,100%
,,,,2021/2022,2,100%
,,,,2022/2023,2,0%
,,,,2023/2024,2,50%
,Play-offs 2/3,Male,Senior,2015/2016,2,100%
,,,,2016/2017,2,100%
,,,,2017/2018,2,100%
,,,,2018/2019,2,100%
,,,,2019/2020,2,100%
,,,,2020/2021,2,100%
,,,,2021/2022,2,100%
,,,,2022/2023,2,0%
,,,,2023/2024,2,100%
,Play-offs 4/5,Male,Senior,2014/2015,6,0%
,,,,2015/2016,6,0%
,,,,2016/2017,6,0%
,,,,2017/2018,4,0%
,,,,2018/2019,8,75%
,,,,2021/2022,4,50%
,,,,2022/2023,8,0%
,Reg. Cup Baden,Male,Senior,2015/2016,15,0%
,,,,2016/2017,15,0%
,,,,2017/2018,12,0%
,Reg. Cup Bayern,Male,Senior,2015/2016,15,0%
,,,,2016/2017,15,0%
,,,,2017/2018,11,0%
,Reg. Cup Berlin,Male,Senior,2015/2016,15,0%
,,,,2016/2017,15,0%
,,,,2017/2018,1,0%
,Reg. Cup Brandenburg,Male,Senior,2015/2016,15,0%
,,,,2016/2017,15,0%
Germany,Reg. Cup Brandenburg,Male,Senior,2017/2018,13,0%
,Reg. Cup Bremen,Male,Senior,2015/2016,7,0%
,,,,2016/2017,7,0%
,Reg. Cup Hamburg,Male,Senior,2015/2016,15,0%
,,,,2016/2017,15,0%
,,,,2017/2018,9,0%
,Reg. Cup Hessen,Male,Senior,2015/2016,15,0%
,,,,2016/2017,15,0%
,,,,2017/2018,12,0%
",""Reg. Cup"
"Mecklenburg-Vorpommern"",Male,Senior,2015/2016,15,0%"
,,,,2016/2017,15,0%
,,,,2017/2018,9,0%
,Reg. Cup Mittelrhein,Male,Senior,2015/2016,15,0%
,,,,2016/2017,15,0%
,,,,2017/2018,7,0%
,Reg. Cup Niederrhein,Male,Senior,2015/2016,15,0%
,,,,2016/2017,15,0%
,,,,2017/2018,10,0%
,Reg. Cup Niedersachsen,Male,Senior,2015/2016,15,0%
,,,,2016/2017,15,0%
,,,,2017/2018,13,0%
,Reg. Cup Rheinland,Male,Senior,2015/2016,15,0%
,,,,2016/2017,15,0%
,,,,2017/2018,12,0%
,Reg. Cup Saarland,Male,Senior,2015/2016,15,0%
,,,,2016/2017,15,0%
,,,,2017/2018,8,0%
,Reg. Cup Sachsen,Male,Senior,2015/2016,15,0%
,,,,2016/2017,15,0%
,,,,2017/2018,13,0%
,Reg. Cup Sachsen-Anhalt,Male,Senior,2015/2016,15,0%
,,,,2016/2017,15,0%
,,,,2017/2018,12,0%
,Reg. Cup Schleswig-Holstein,Male,Senior,2015/2016,15,0%
,,,,2016/2017,15,0%
,,,,2017/2018,14,0%
,Reg. Cup Südbaden,Male,Senior,2015/2016,15,0%
,,,,2016/2017,15,0%
,,,,2017/2018,12,0%
,Reg. Cup Südwest,Male,Senior,2015/2016,15,0%
,,,,2016/2017,15,0%
,,,,2017/2018,12,0%
,Reg. Cup Thüringen,Male,Senior,2015/2016,15,0%
,,,,2016/2017,15,0%
,,,,2017/2018,12,0%
,Reg. Cup Westfalen,Male,Senior,2015/2016,15,0%
Germany,Reg. Cup Westfalen,Male,Senior,2016/2017,15,0%
,,,,2017/2018,12,0%
,Reg. Cup Württemberg,Male,Senior,2015/2016,15,0%
,,,,2016/2017,15,0%
,,,,2017/2018,8,0%
",Regionalliga,Male,Senior,2015/2016,""1,572"",6%"
",,,,2016/2017,""1,572"",53%"
",,,,2017/2018,""1,608"",80%"
",,,,2018/2019,""1,532"",79%"
",,,,2019/2020,""1,087"",77%"
",,,,2020/2021,""1,103"",87%"
",,,,2021/2022,""1,793"",76%"
",,,,2022/2023,""1,642"",79%"
",,,,2023/2024,""1,532"",79%"
,,,,2024/2025,874,79%
,Regionalliga Women,Female,Senior,2015/2016,688,0%
,,,,2016/2017,646,0%
,,,,2017/2018,692,0%
,Sachsen-Anhalt Pokal,Male,Senior,2017/2018,2,0%
,Super Cup,Male,Senior,2015/2016,1,100%
,,,,2016/2017,1,100%
,,,,2017/2018,1,100%
,,,,2018/2019,1,100%
,,,,2019/2020,1,100%
,,,,2020/2021,1,100%
,,,,2021/2022,1,100%
,,,,2022/2023,1,100%
,,,,2023/2024,1,100%
,,,,2024/2025,1,100%
,Telekom Cup,Male,Senior,2017,4,75%
,Thüringen Pokal,Male,Senior,2017/2018,4,0%
,U17 Bundesliga,Male,Youth,2015/2016,545,10%
,,,,2016/2017,551,88%
,,,,2017/2018,551,97%
,,,,2018/2019,551,97%
,,,,2019/2020,438,91%
,,,,2020/2021,121,94%
,,,,2021/2022,521,94%
,,,,2022/2023,543,71%
,,,,2023/2024,551,97%
,,,,2024/2025,448,96%
,U19 Bundesliga,Male,Youth,2015/2016,551,43%
,,,,2016/2017,551,95%
,,,,2017/2018,551,98%
,,,,2018/2019,551,98%
,,,,2019/2020,415,95%
Germany,U19 Bundesliga,Male,Youth,2020/2021,93,99%
,,,,2021/2022,522,94%
,,,,2022/2023,546,72%
,,,,2023/2024,551,96%
,,,,2024/2025,447,96%
Ghana,2nd League,Male,Senior,2023/2024,53,47%
,,,,2024/2025,16,56%
,Ashanti Regional Division ..,Male,NULL,2024/2025,7,86%
,MTN FA Cup,Male,NULL,2022/2023,6,0%
,,,,2024/2025,3,100%
,Premier League,Male,Senior,2016,240,1%
,,,,2017,240,0%
,,,,2018,50,38%
,,,,2020,133,0%
,,,,2020/2021,306,0%
,,,,2021/2022,306,0%
,,,,2022/2023,306,34%
,,,,2023/2024,306,42%
,,,,2024/2025,143,0%
,Super Cup,Male,Senior,2016,1,0%
,,,,2017,1,0%
Gibraltar,Gibraltar Football League,Male,Senior,2015/2016,135,0%
,,,,2016/2017,135,0%
,,,,2017/2018,133,0%
,,,,2018/2019,128,0%
,,,,2019/2020,105,31%
,,,,2020/2021,111,0%
,,,,2021/2022,105,0%
,Pepe Reyes Cup,Male,Senior,2017,1,0%
,Rock Cup,Male,Senior,2016,7,0%
,,,,2017,15,0%
,,,,2017/2018,10,0%
,,,,2018/2019,6,0%
,,,,2020,4,0%
,Super Cup,Male,Senior,2018/2019,1,0%
,,,,2019/2020,1,0%
,,,,2021/2022,1,0%
Greece,Betsson Greek Cup,Male,Senior,2015/2016,81,2%
,,,,2016/2017,81,99%
,,,,2017/2018,79,95%
,,,,2018/2019,118,46%
,,,,2019/2020,67,78%
,,,,2020/2021,25,100%
,,,,2021/2022,53,81%
,,,,2022/2023,49,82%
,,,,2023/2024,47,68%
Greece,Betsson Greek Cup,Male,Senior,2024/2025,50,22%
,Football League,Male,Senior,2015/2016,305,31%
,,,,2016/2017,306,17%
,,,,2017/2018,290,18%
,,,,2018/2019,239,24%
,,,,2019/2020,46,80%
,,,,2020/2021,180,42%
,Gamma Ethniki,Male,Senior,2015/2016,966,0%
,,,,2016/2017,870,0%
,,,,2017/2018,818,0%
,Panelinio Protathlima,Female,Senior,2015/2016,90,0%
,,,,2016/2017,72,0%
,,,,2017/2018,70,0%
,Play-offs 1/2,Male,Senior,2019/2020,2,50%
,,,,2020/2021,2,100%
,,,,2021/2022,2,100%
,Stoiximan Super League,Male,Senior,2015/2016,252,100%
,,,,2016/2017,252,98%
,,,,2017/2018,240,99%
